event,gasUsed,blockNumber,timestamp,instanceID,sender,receiver,executionCount,price
"RestockRequest","220525","177","2025-01-16T10:16:09.322Z","4","retailer2","manufacturer1",20,"200"
"NewEpoch","175122","188","2025-01-16T10:16:20.434Z","","","","",""
"ConfirmRestock","175122","188","2025-01-16T10:16:20.441Z","1","manufacturer1","retailer1",19,""
"CancelOrder","175122","188","2025-01-16T10:16:20.441Z","4","customer4","retailer2",20,""
"NewEpoch","298318","199","2025-01-16T10:16:31.093Z","","","","",""
"PurchaseOrder","298318","199","2025-01-16T10:16:31.095Z","4","customer4","retailer2",21,""
"PurchaseOrder","298318","199","2025-01-16T10:16:31.095Z","1","customer1","retailer1",22,""
"PurchaseOrder","298318","199","2025-01-16T10:16:31.096Z","3","customer3","retailer2",23,""
"PurchaseOrder","298318","199","2025-01-16T10:16:31.099Z","2","customer2","retailer1",24,""
"NewEpoch","242761","210","2025-01-16T10:16:42.246Z","","","","",""
"RestockRequest","242761","210","2025-01-16T10:16:42.253Z","2","retailer1","manufacturer1",24,"200"
"RestockRequest","242761","210","2025-01-16T10:16:42.254Z","3","retailer2","manufacturer1",23,"100"
"ConfirmOrder","242761","210","2025-01-16T10:16:42.254Z","4","retailer2","customer4",21,""
"ConfirmOrder","242761","210","2025-01-16T10:16:42.255Z","1","retailer1","customer1",22,""
"CancelOrder","180813","221","2025-01-16T10:16:53.371Z","2","customer2","retailer1",24,""
"CancelOrder","180813","221","2025-01-16T10:16:53.372Z","3","customer3","retailer2",23,""
"NewEpoch","180813","221","2025-01-16T10:16:53.372Z","","","","",""
"PurchaseOrder","269254","233","2025-01-16T10:17:05.535Z","4","customer4","retailer2",25,""
"PurchaseOrder","269254","233","2025-01-16T10:17:05.536Z","1","customer1","retailer1",26,""
"PurchaseOrder","269254","233","2025-01-16T10:17:05.536Z","2","customer2","retailer1",27,""
"PurchaseOrder","269254","233","2025-01-16T10:17:05.542Z","3","customer3","retailer2",28,""
"NewEpoch","269254","233","2025-01-16T10:17:05.542Z","","","","",""
"NewEpoch","230797","244","2025-01-16T10:17:16.116Z","","","","",""
"RestockRequest","230797","244","2025-01-16T10:17:16.121Z","3","retailer2","manufacturer1",28,"100"
"ConfirmOrder","230797","244","2025-01-16T10:17:16.121Z","1","retailer1","customer1",26,""
"ConfirmOrder","230797","244","2025-01-16T10:17:16.124Z","4","retailer2","customer4",25,""
"RestockRequest","230797","244","2025-01-16T10:17:16.125Z","2","retailer1","manufacturer1",27,"200"
"ConfirmRestock","184839","255","2025-01-16T10:17:27.241Z","3","manufacturer1","retailer2",28,""
"NewEpoch","184839","255","2025-01-16T10:17:27.241Z","","","","",""
"ConfirmRestock","184839","255","2025-01-16T10:17:27.246Z","2","manufacturer1","retailer1",27,""
"NewEpoch","274390","266","2025-01-16T10:17:38.409Z","","","","",""
"PurchaseOrder","274390","266","2025-01-16T10:17:38.414Z","1","customer1","retailer1",29,""
"PurchaseOrder","274390","266","2025-01-16T10:17:38.416Z","3","customer3","retailer2",31,""
"PurchaseOrder","274390","266","2025-01-16T10:17:38.416Z","4","customer4","retailer2",30,""
"PurchaseOrder","274390","266","2025-01-16T10:17:38.417Z","2","customer2","retailer1",32,""
"NewEpoch","235933","277","2025-01-16T10:17:49.068Z","","","","",""
"RestockRequest","235933","277","2025-01-16T10:17:49.068Z","3","retailer2","manufacturer1",31,"100"
"ConfirmOrder","235933","277","2025-01-16T10:17:49.069Z","4","retailer2","customer4",30,""
"ConfirmOrder","235933","277","2025-01-16T10:17:49.069Z","1","retailer1","customer1",29,""
"RestockRequest","235933","277","2025-01-16T10:17:49.070Z","2","retailer1","manufacturer1",32,"200"
"CancelOrder","191085","288","2025-01-16T10:18:00.201Z","3","customer3","retailer2",31,""
"CancelOrder","191085","288","2025-01-16T10:18:00.202Z","2","customer2","retailer1",32,""
"NewEpoch","191085","288","2025-01-16T10:18:00.204Z","","","","",""
"PurchaseOrder","279526","299","2025-01-16T10:18:11.329Z","4","customer4","retailer2",33,""
"NewEpoch","279526","299","2025-01-16T10:18:11.330Z","","","","",""
"PurchaseOrder","279526","299","2025-01-16T10:18:11.336Z","3","customer3","retailer2",36,""
"PurchaseOrder","279526","299","2025-01-16T10:18:11.337Z","1","customer1","retailer1",34,""
"PurchaseOrder","279526","299","2025-01-16T10:18:11.337Z","2","customer2","retailer1",35,""
"NewEpoch","241069","310","2025-01-16T10:18:22.455Z","","","","",""
"ConfirmOrder","241069","310","2025-01-16T10:18:22.463Z","4","retailer2","customer4",33,""
"RestockRequest","241069","310","2025-01-16T10:18:22.466Z","3","retailer2","manufacturer1",36,"100"
"RestockRequest","241069","310","2025-01-16T10:18:22.466Z","2","retailer1","manufacturer1",35,"200"
"ConfirmOrder","241069","310","2025-01-16T10:18:22.467Z","1","retailer1","customer1",34,""
"NewEpoch","195111","321","2025-01-16T10:18:33.073Z","","","","",""
"ConfirmRestock","195111","321","2025-01-16T10:18:33.074Z","2","manufacturer1","retailer1",35,""
"ConfirmRestock","195111","321","2025-01-16T10:18:33.075Z","3","manufacturer1","retailer2",36,""
"NewEpoch","284662","333","2025-01-16T10:18:45.226Z","","","","",""
"PurchaseOrder","284662","333","2025-01-16T10:18:45.232Z","1","customer1","retailer1",37,""
"PurchaseOrder","284662","333","2025-01-16T10:18:45.232Z","4","customer4","retailer2",38,""
"PurchaseOrder","284662","333","2025-01-16T10:18:45.234Z","3","customer3","retailer2",40,""
"PurchaseOrder","284662","333","2025-01-16T10:18:45.235Z","2","customer2","retailer1",39,""
"NewEpoch","246205","344","2025-01-16T10:18:56.351Z","","","","",""
"RestockRequest","246205","344","2025-01-16T10:18:56.355Z","3","retailer2","manufacturer1",40,"100"
"ConfirmOrder","246205","344","2025-01-16T10:18:56.357Z","4","retailer2","customer4",38,""
"RestockRequest","246205","344","2025-01-16T10:18:56.358Z","2","retailer1","manufacturer1",39,"200"
"ConfirmOrder","246205","344","2025-01-16T10:18:56.360Z","1","retailer1","customer1",37,""
"NewEpoch","201357","355","2025-01-16T10:19:07.468Z","","","","",""
"CancelOrder","201357","355","2025-01-16T10:19:07.471Z","2","customer2","retailer1",39,""
"CancelOrder","201357","355","2025-01-16T10:19:07.474Z","3","customer3","retailer2",40,""
"PurchaseOrder","289798","368","2025-01-16T10:19:20.100Z","2","customer2","retailer1",41,""
"PurchaseOrder","289798","368","2025-01-16T10:19:20.101Z","3","customer3","retailer2",42,""
"NewEpoch","289798","368","2025-01-16T10:19:20.104Z","","","","",""
"PurchaseOrder","289798","368","2025-01-16T10:19:20.104Z","1","customer1","retailer1",43,""
"PurchaseOrder","289798","368","2025-01-16T10:19:20.105Z","4","customer4","retailer2",44,""
"NewEpoch","251341","379","2025-01-16T10:19:31.234Z","","","","",""
"RestockRequest","251341","379","2025-01-16T10:19:31.241Z","4","retailer2","manufacturer1",44,"200"
"ConfirmOrder","251341","379","2025-01-16T10:19:31.241Z","2","retailer1","customer2",41,""
"RestockRequest","251341","379","2025-01-16T10:19:31.244Z","1","retailer1","manufacturer1",43,"100"
"ConfirmOrder","251341","379","2025-01-16T10:19:31.245Z","3","retailer2","customer3",42,""
"CancelOrder","205938","390","2025-01-16T10:19:42.388Z","4","customer4","retailer2",44,""
"ConfirmRestock","205938","390","2025-01-16T10:19:42.388Z","1","manufacturer1","retailer1",43,""
"NewEpoch","205938","390","2025-01-16T10:19:42.388Z","","","","",""
"PurchaseOrder","294934","401","2025-01-16T10:19:53.542Z","2","customer2","retailer1",45,""
"PurchaseOrder","294934","401","2025-01-16T10:19:53.550Z","1","customer1","retailer1",47,""
"PurchaseOrder","294934","401","2025-01-16T10:19:53.553Z","4","customer4","retailer2",48,""
"NewEpoch","294934","401","2025-01-16T10:19:53.553Z","","","","",""
"PurchaseOrder","294934","401","2025-01-16T10:19:53.555Z","3","customer3","retailer2",46,""
"RestockRequest","256477","412","2025-01-16T10:20:04.121Z","1","retailer1","manufacturer1",47,"100"
"RestockRequest","256477","412","2025-01-16T10:20:04.124Z","4","retailer2","manufacturer1",48,"200"
"ConfirmOrder","256477","412","2025-01-16T10:20:04.125Z","2","retailer1","customer2",45,""
"NewEpoch","256477","412","2025-01-16T10:20:04.127Z","","","","",""
"ConfirmOrder","256477","412","2025-01-16T10:20:04.130Z","3","retailer2","customer3",46,""
"NewEpoch","211074","423","2025-01-16T10:20:15.245Z","","","","",""
"CancelOrder","211074","423","2025-01-16T10:20:15.249Z","4","customer4","retailer2",48,""
"ConfirmRestock","211074","423","2025-01-16T10:20:15.249Z","1","manufacturer1","retailer1",47,""
"PurchaseOrder","300070","434","2025-01-16T10:20:26.358Z","3","customer3","retailer2",49,""
"NewEpoch","300070","434","2025-01-16T10:20:26.358Z","","","","",""
"PurchaseOrder","300070","434","2025-01-16T10:20:26.359Z","4","customer4","retailer2",51,""
"PurchaseOrder","300070","434","2025-01-16T10:20:26.360Z","1","customer1","retailer1",52,""
"PurchaseOrder","300070","434","2025-01-16T10:20:26.360Z","2","customer2","retailer1",50,""
"RestockRequest","261613","445","2025-01-16T10:20:37.516Z","1","retailer1","manufacturer1",52,"100"
"ConfirmOrder","261613","445","2025-01-16T10:20:37.520Z","3","retailer2","customer3",49,""
"ConfirmOrder","261613","445","2025-01-16T10:20:37.520Z","2","retailer1","customer2",50,""
"NewEpoch","261613","445","2025-01-16T10:20:37.521Z","","","","",""
"RestockRequest","261613","445","2025-01-16T10:20:37.525Z","4","retailer2","manufacturer1",51,"200"
"ConfirmRestock","216210","456","2025-01-16T10:20:48.096Z","1","manufacturer1","retailer1",52,""
"NewEpoch","216210","456","2025-01-16T10:20:48.100Z","","","","",""
"CancelOrder","216210","456","2025-01-16T10:20:48.101Z","4","customer4","retailer2",51,""
"NewEpoch","305206","467","2025-01-16T10:20:59.233Z","","","","",""
"PurchaseOrder","305206","467","2025-01-16T10:20:59.234Z","2","customer2","retailer1",53,""
"PurchaseOrder","305206","467","2025-01-16T10:20:59.235Z","3","customer3","retailer2",54,""
"PurchaseOrder","305206","467","2025-01-16T10:20:59.237Z","1","customer1","retailer1",56,""
"PurchaseOrder","305206","467","2025-01-16T10:20:59.241Z","4","customer4","retailer2",55,""
"RestockRequest","266749","478","2025-01-16T10:21:10.890Z","1","retailer1","manufacturer1",56,"100"
"RestockRequest","266749","478","2025-01-16T10:21:10.891Z","4","retailer2","manufacturer1",55,"200"
"NewEpoch","266749","478","2025-01-16T10:21:10.892Z","","","","",""
"ConfirmOrder","266749","478","2025-01-16T10:21:10.894Z","2","retailer1","customer2",53,""
"ConfirmOrder","266749","478","2025-01-16T10:21:10.898Z","3","retailer2","customer3",54,""
"NewEpoch","221346","489","2025-01-16T10:21:21.506Z","","","","",""
"CancelOrder","221346","489","2025-01-16T10:21:21.512Z","1","customer1","retailer1",56,""
"ConfirmRestock","221346","489","2025-01-16T10:21:21.512Z","4","manufacturer1","retailer2",55,""
"NewEpoch","310342","500","2025-01-16T10:21:32.114Z","","","","",""
"PurchaseOrder","310342","500","2025-01-16T10:21:32.117Z","2","customer2","retailer1",57,""
"PurchaseOrder","310342","500","2025-01-16T10:21:32.117Z","3","customer3","retailer2",58,""
"PurchaseOrder","310342","500","2025-01-16T10:21:32.118Z","1","customer1","retailer1",59,""
"PurchaseOrder","310342","500","2025-01-16T10:21:32.121Z","4","customer4","retailer2",60,""
"RestockRequest","271885","511","2025-01-16T10:21:43.230Z","1","retailer1","manufacturer1",59,"100"
"ConfirmOrder","271885","511","2025-01-16T10:21:43.231Z","2","retailer1","customer2",57,""
"NewEpoch","271885","511","2025-01-16T10:21:43.232Z","","","","",""
"RestockRequest","271885","511","2025-01-16T10:21:43.240Z","4","retailer2","manufacturer1",60,"200"
"ConfirmOrder","271885","511","2025-01-16T10:21:43.240Z","3","retailer2","customer3",58,""
"NewEpoch","226482","522","2025-01-16T10:21:54.347Z","","","","",""
"CancelOrder","226482","522","2025-01-16T10:21:54.348Z","1","customer1","retailer1",59,""
"ConfirmRestock","226482","522","2025-01-16T10:21:54.351Z","4","manufacturer1","retailer2",60,""
"NewEpoch","315478","534","2025-01-16T10:22:06.480Z","","","","",""
"PurchaseOrder","315478","534","2025-01-16T10:22:06.482Z","2","customer2","retailer1",64,""
"PurchaseOrder","315478","534","2025-01-16T10:22:06.484Z","4","customer4","retailer2",62,""
"PurchaseOrder","315478","534","2025-01-16T10:22:06.485Z","1","customer1","retailer1",61,""
"PurchaseOrder","315478","534","2025-01-16T10:22:06.485Z","3","customer3","retailer2",63,""
"RestockRequest","277021","545","2025-01-16T10:22:17.104Z","3","retailer2","manufacturer1",63,"100"
"ConfirmOrder","277021","545","2025-01-16T10:22:17.104Z","1","retailer1","customer1",61,""
"ConfirmOrder","277021","545","2025-01-16T10:22:17.107Z","4","retailer2","customer4",62,""
"NewEpoch","277021","545","2025-01-16T10:22:17.108Z","","","","",""
"RestockRequest","277021","545","2025-01-16T10:22:17.113Z","2","retailer1","manufacturer1",64,"200"
"NewEpoch","231063","556","2025-01-16T10:22:28.225Z","","","","",""
"ConfirmRestock","231063","556","2025-01-16T10:22:28.226Z","3","manufacturer1","retailer2",63,""
"ConfirmRestock","231063","556","2025-01-16T10:22:28.227Z","2","manufacturer1","retailer1",64,""
"NewEpoch","320614","568","2025-01-16T10:22:40.376Z","","","","",""
"PurchaseOrder","320614","568","2025-01-16T10:22:40.380Z","1","customer1","retailer1",65,""
"PurchaseOrder","320614","568","2025-01-16T10:22:40.381Z","4","customer4","retailer2",66,""
"PurchaseOrder","320614","568","2025-01-16T10:22:40.381Z","2","customer2","retailer1",68,""
"PurchaseOrder","320614","568","2025-01-16T10:22:40.382Z","3","customer3","retailer2",67,""
"NewEpoch","282157","579","2025-01-16T10:22:51.505Z","","","","",""
"ConfirmOrder","282157","579","2025-01-16T10:22:51.513Z","1","retailer1","customer1",65,""
"RestockRequest","282157","579","2025-01-16T10:22:51.514Z","3","retailer2","manufacturer1",67,"100"
"RestockRequest","282157","579","2025-01-16T10:22:51.515Z","2","retailer1","manufacturer1",68,"200"
"ConfirmOrder","282157","579","2025-01-16T10:22:51.517Z","4","retailer2","customer4",66,""
"NewEpoch","237309","590","2025-01-16T10:23:02.102Z","","","","",""
"CancelOrder","237309","590","2025-01-16T10:23:02.106Z","3","customer3","retailer2",67,""
"CancelOrder","237309","590","2025-01-16T10:23:02.107Z","2","customer2","retailer1",68,""
"PurchaseOrder","325750","602","2025-01-16T10:23:14.257Z","4","customer4","retailer2",69,""
"PurchaseOrder","325750","602","2025-01-16T10:23:14.259Z","1","customer1","retailer1",70,""
"NewEpoch","325750","602","2025-01-16T10:23:14.260Z","","","","",""
"PurchaseOrder","325750","602","2025-01-16T10:23:14.263Z","3","customer3","retailer2",71,""
"PurchaseOrder","325750","602","2025-01-16T10:23:14.265Z","2","customer2","retailer1",72,""
"NewEpoch","287293","613","2025-01-16T10:23:25.401Z","","","","",""
"RestockRequest","287293","613","2025-01-16T10:23:25.415Z","2","retailer1","manufacturer1",72,"200"
"RestockRequest","287293","613","2025-01-16T10:23:25.416Z","3","retailer2","manufacturer1",71,"100"
"ConfirmOrder","287293","613","2025-01-16T10:23:25.416Z","1","retailer1","customer1",70,""
"ConfirmOrder","287293","613","2025-01-16T10:23:25.417Z","4","retailer2","customer4",69,""
"NewEpoch","241335","624","2025-01-16T10:23:36.506Z","","","","",""
"ConfirmRestock","241335","624","2025-01-16T10:23:36.509Z","3","manufacturer1","retailer2",71,""
"ConfirmRestock","241335","624","2025-01-16T10:23:36.509Z","2","manufacturer1","retailer1",72,""
"PurchaseOrder","330886","636","2025-01-16T10:23:48.126Z","1","customer1","retailer1",73,""
"PurchaseOrder","330886","636","2025-01-16T10:23:48.127Z","4","customer4","retailer2",74,""
"NewEpoch","330886","636","2025-01-16T10:23:48.127Z","","","","",""
"PurchaseOrder","330886","636","2025-01-16T10:23:48.133Z","2","customer2","retailer1",75,""
"PurchaseOrder","330886","636","2025-01-16T10:23:48.133Z","3","customer3","retailer2",76,""
"NewEpoch","292429","647","2025-01-16T10:23:59.220Z","","","","",""
"ConfirmOrder","292429","647","2025-01-16T10:23:59.228Z","4","retailer2","customer4",74,""
"RestockRequest","292429","647","2025-01-16T10:23:59.228Z","3","retailer2","manufacturer1",76,"100"
"RestockRequest","292429","647","2025-01-16T10:23:59.230Z","2","retailer1","manufacturer1",75,"200"
"ConfirmOrder","292429","647","2025-01-16T10:23:59.231Z","1","retailer1","customer1",73,""
"CancelOrder","247581","658","2025-01-16T10:24:10.358Z","2","customer2","retailer1",75,""
"CancelOrder","247581","658","2025-01-16T10:24:10.358Z","3","customer3","retailer2",76,""
"NewEpoch","247581","658","2025-01-16T10:24:10.359Z","","","","",""
"PurchaseOrder","336022","669","2025-01-16T10:24:21.512Z","1","customer1","retailer1",78,""
"PurchaseOrder","336022","669","2025-01-16T10:24:21.513Z","4","customer4","retailer2",77,""
"PurchaseOrder","336022","669","2025-01-16T10:24:21.517Z","3","customer3","retailer2",79,""
"NewEpoch","336022","669","2025-01-16T10:24:21.523Z","","","","",""
"PurchaseOrder","336022","669","2025-01-16T10:24:21.524Z","2","customer2","retailer1",80,""
"NewEpoch","297565","680","2025-01-16T10:24:32.113Z","","","","",""
"ConfirmOrder","297565","680","2025-01-16T10:24:32.117Z","4","retailer2","customer4",77,""
"ConfirmOrder","297565","680","2025-01-16T10:24:32.117Z","1","retailer1","customer1",78,""
"RestockRequest","297565","680","2025-01-16T10:24:32.121Z","3","retailer2","manufacturer1",79,"100"
"RestockRequest","297565","680","2025-01-16T10:24:32.123Z","2","retailer1","manufacturer1",80,"200"
"ConfirmRestock","251607","691","2025-01-16T10:24:43.243Z","2","manufacturer1","retailer1",80,""
"ConfirmRestock","251607","691","2025-01-16T10:24:43.244Z","3","manufacturer1","retailer2",79,""
"NewEpoch","251607","691","2025-01-16T10:24:43.244Z","","","","",""
"NewEpoch","341158","702","2025-01-16T10:24:54.380Z","","","","",""
"PurchaseOrder","341158","702","2025-01-16T10:24:54.387Z","2","customer2","retailer1",81,""
"PurchaseOrder","341158","702","2025-01-16T10:24:54.387Z","1","customer1","retailer1",84,""
"PurchaseOrder","341158","702","2025-01-16T10:24:54.392Z","3","customer3","retailer2",82,""
"PurchaseOrder","341158","702","2025-01-16T10:24:54.392Z","4","customer4","retailer2",83,""
"RestockRequest","302701","713","2025-01-16T10:25:05.488Z","1","retailer1","manufacturer1",84,"100"
"ConfirmOrder","302701","713","2025-01-16T10:25:05.508Z","2","retailer1","customer2",81,""
"NewEpoch","302701","713","2025-01-16T10:25:05.509Z","","","","",""
"ConfirmOrder","302701","713","2025-01-16T10:25:05.509Z","3","retailer2","customer3",82,""
"RestockRequest","302701","713","2025-01-16T10:25:05.510Z","4","retailer2","manufacturer1",83,"200"
"NewEpoch","256743","724","2025-01-16T10:25:16.101Z","","","","",""
"ConfirmRestock","256743","724","2025-01-16T10:25:16.103Z","4","manufacturer1","retailer2",83,""
"ConfirmRestock","256743","724","2025-01-16T10:25:16.103Z","1","manufacturer1","retailer1",84,""
"NewEpoch","346294","735","2025-01-16T10:25:27.227Z","","","","",""
"PurchaseOrder","346294","735","2025-01-16T10:25:27.230Z","4","customer4","retailer2",87,""
"PurchaseOrder","346294","735","2025-01-16T10:25:27.230Z","1","customer1","retailer1",88,""
"PurchaseOrder","346294","735","2025-01-16T10:25:27.231Z","2","customer2","retailer1",86,""
"PurchaseOrder","346294","735","2025-01-16T10:25:27.231Z","3","customer3","retailer2",85,""
"RestockRequest","307837","746","2025-01-16T10:25:38.353Z","1","retailer1","manufacturer1",88,"100"
"ConfirmOrder","307837","746","2025-01-16T10:25:38.355Z","3","retailer2","customer3",85,""
"ConfirmOrder","307837","746","2025-01-16T10:25:38.355Z","2","retailer1","customer2",86,""
"NewEpoch","307837","746","2025-01-16T10:25:38.360Z","","","","",""
"RestockRequest","307837","746","2025-01-16T10:25:38.360Z","4","retailer2","manufacturer1",87,"200"
"ConfirmRestock","262434","757","2025-01-16T10:25:49.520Z","4","manufacturer1","retailer2",87,""
"CancelOrder","262434","757","2025-01-16T10:25:49.520Z","1","customer1","retailer1",88,""
"NewEpoch","262434","757","2025-01-16T10:25:49.520Z","","","","",""
"PurchaseOrder","351430","768","2025-01-16T10:26:00.115Z","2","customer2","retailer1",89,""
"NewEpoch","351430","768","2025-01-16T10:26:00.115Z","","","","",""
"PurchaseOrder","351430","768","2025-01-16T10:26:00.118Z","4","customer4","retailer2",91,""
"PurchaseOrder","351430","768","2025-01-16T10:26:00.118Z","3","customer3","retailer2",90,""
"PurchaseOrder","351430","768","2025-01-16T10:26:00.119Z","1","customer1","retailer1",92,""
"NewEpoch","312973","779","2025-01-16T10:26:11.264Z","","","","",""
"RestockRequest","312973","779","2025-01-16T10:26:11.266Z","1","retailer1","manufacturer1",92,"100"
"ConfirmOrder","312973","779","2025-01-16T10:26:11.266Z","2","retailer1","customer2",89,""
"ConfirmOrder","312973","779","2025-01-16T10:26:11.267Z","3","retailer2","customer3",90,""
"RestockRequest","312973","779","2025-01-16T10:26:11.267Z","4","retailer2","manufacturer1",91,"200"
"NewEpoch","267570","790","2025-01-16T10:26:22.395Z","","","","",""
"CancelOrder","267570","790","2025-01-16T10:26:22.400Z","4","customer4","retailer2",91,""
"ConfirmRestock","267570","790","2025-01-16T10:26:22.400Z","1","manufacturer1","retailer1",92,""
"NewEpoch","356566","801","2025-01-16T10:26:33.541Z","","","","",""
"PurchaseOrder","356566","801","2025-01-16T10:26:33.543Z","3","customer3","retailer2",93,""
"PurchaseOrder","356566","801","2025-01-16T10:26:33.548Z","1","customer1","retailer1",96,""
"PurchaseOrder","356566","801","2025-01-16T10:26:33.550Z","4","customer4","retailer2",95,""
"PurchaseOrder","356566","801","2025-01-16T10:26:33.550Z","2","customer2","retailer1",94,""
"NewEpoch","318109","812","2025-01-16T10:26:44.138Z","","","","",""
"RestockRequest","318109","812","2025-01-16T10:26:44.140Z","1","retailer1","manufacturer1",96,"100"
